plot,year,crop_sequence,operational_costs_dollars,material_input_costs_dollars,crop_1_name,crop_2_name,crop_3_name,crop_1_yield,crop_2_yield,crop_3_yield,plot_revenue_dollars,plot_gross_margin_dollars
KINNABULLA_S1.2_P2312_R3,2023,1,180,292.04,Lentil,,,,,,1431.36,959.32
KINNABULLA_S11_P2312_R1,2023,1,191,292.04,Lentil,,,,,,1513.28,1030.24
KINNABULLA_S1.1_P1231_R1,2023,1,193.5,254.772,Lentil,,,,,,884.25,435.978
KINNABULLA_S14_P0000_R4,2023,1,169,450.8425962,Lentil,,,,,,1252.24,632.3974038
KINNABULLA_S3_P3123_R3,2023,1,180,292.04,Lentil,,,,,,1489.92,1017.88
KINNABULLA_S4_P4123_R2,2023,1,169,292.04,Lentil,,,,,,1559.04,1098
KINNABULLA_S1.2_P2312_R2,2023,1,191,292.04,Lentil,,,,,,1622.4,1139.36
KINNABULLA_S13_P0000_R1,2023,1,169,342.8425962,Lentil,,,,,,1882.32,1370.477404
KINNABULLA_S7_P1111_R5,2023,1,180,292.04,Lentil,,,,,,1613.44,1141.4
KINNABULLA_S9.2_P3123_R3,2023,1,182.5,163.54,Lentil,,,,,,1537.6,1191.56
KINNABULLA_S11_P3123_R3,2023,1,169,292.04,Lentil,,,,,,1227.84,766.8
KINNABULLA_S3_P1231_R1,2023,1,204.5,254.772,Lentil,,,,,,940.5,481.228
KINNABULLA_S14_P0000_R8,2023,1,169,450.8425962,Lentil,,,,,,1306.8,686.9574038
KINNABULLA_S12_P0000_R3,2023,1,169,450.8425962,Lentil,,,,,,1789.04,1169.197404
KINNABULLA_S13_P0000_R8,2023,1,169,342.8425962,Lentil,,,,,,1412.4,900.5574038
KINNABULLA_S11_P3123_R1,2023,1,180,292.04,Lentil,,,,,,1959.68,1487.64
KINNABULLA_S5_P2121_R3,2023,1,169,282.04,Lentil,,,,,,1175.66,724.62
KINNABULLA_S9.1_P2312_R3,2023,1,171.5,163.54,Lentil,,,,,,1553.92,1218.88
KINNABULLA_S9.2_P1231_R3,2023,1,182.5,248.22,Lentil,,,,,,0,-430.72
KINNABULLA_S12_P0000_R7,2023,1,169,450.8425962,Lentil,,,,,,1301.52,681.6774038
KINNABULLA_S10_P1231_R3,2023,1,171.5,211.37,Lentil,,,,,,0,-382.87
KINNABULLA_S12_P0000_R1,2023,1,169,450.8425962,Lentil,,,,,,1507.44,887.5974038
KINNABULLA_S9.1_P3123_R2,2023,1,171.5,163.54,Lentil,,,,,,1626.88,1291.84
KINNABULLA_S1.3_P2312_R3,2023,1,169,334.04,Lentil,,,,,,1394.56,891.52
KINNABULLA_S1.1_P2312_R2,2023,1,169,212.54,Lentil,,,,,,1492.8,1111.26
KINNABULLA_S1.2_P1231_R3,2023,1,182.5,254.772,Lentil,,,,,,1155,717.728
KINNABULLA_S4_P1234_R3,2023,1,193.5,254.772,Lentil,,,,,,1032.75,584.478
KINNABULLA_S14_P0000_R1,2023,1,169,450.8425962,Lentil,,,,,,1851.52,1231.677404
KINNABULLA_S1.1_P1231_R3,2023,1,204.5,254.772,Lentil,,,,,,1060.5,601.228
KINNABULLA_S1.1_P2312_R3,2023,1,180,212.54,Lentil,,,,,,1503.36,1110.82
KINNABULLA_S7_P1111_R3,2023,1,180,292.04,Lentil,,,,,,1568.64,1096.6
KINNABULLA_S8_P2312_R3,2023,1,169,292.04,Lentil,,,,,,1401.28,940.24
KINNABULLA_S6_P3412_R3,2023,1,180,292.04,Lentil,,,,,,1479.68,1007.64
KINNABULLA_S6_P1234_R3,2023,1,193.5,254.772,Lentil,,,,,,1162.5,714.228
KINNABULLA_S10_P3123_R2,2023,1,191,292.04,Lentil,,,,,,1792,1308.96
KINNABULLA_S6_P3412_R1,2023,1,180,292.04,Lentil,,,,,,1515.2,1043.16
KINNABULLA_S1.3_P1231_R2,2023,1,193.5,254.772,Lentil,,,,,,1179,730.728
KINNABULLA_S5_P2121_R1,2023,1,180,282.04,Lentil,,,,,,1409.4,947.36
KINNABULLA_S1.1_P3123_R1,2023,1,191,212.54,Lentil,,,,,,1655.36,1251.82
KINNABULLA_S6_P2341_R3,2023,1,180,292.04,Lentil,,,,,,1505.92,1033.88
KINNABULLA_S11_P2312_R3,2023,1,180,292.04,Lentil,,,,,,1453.76,981.72
KINNABULLA_S7_P1111_R1,2023,1,180,292.04,Lentil,,,,,,1710.72,1238.68
KINNABULLA_S1.1_P3123_R2,2023,1,180,212.54,Lentil,,,,,,1482.56,1090.02
KINNABULLA_S1.3_P3123_R3,2023,1,169,334.04,Lentil,,,,,,1580.8,1077.76
KINNABULLA_S13_P0000_R2,2023,1,169,342.8425962,Lentil,,,,,,1818.08,1306.237404
KINNABULLA_S1.1_P2312_R1,2023,1,180,212.54,Lentil,,,,,,1675.84,1283.3
KINNABULLA_S6_P4123_R1,2023,1,180,292.04,Lentil,,,,,,1848,1375.96
KINNABULLA_S9.1_P1231_R3,2023,1,171.5,266.22,Lentil,,,,,,0,-437.72
KINNABULLA_S14_P0000_R2,2023,1,169,450.8425962,Lentil,,,,,,1701.04,1081.197404
KINNABULLA_S5_P2121_R2,2023,1,180,282.04,Lentil,,,,,,1315.15,853.11
KINNABULLA_S4_P2341_R2,2023,1,169,450.8425962,Lentil,,,,,,1378.96,759.1174038
KINNABULLA_S10_P2312_R3,2023,1,180,292.04,Lentil,,,,,,1480.96,1008.92
KINNABULLA_S1.3_P1231_R3,2023,1,204.5,254.772,Lentil,,,,,,840.75,381.478
KINNABULLA_S9.1_P1231_R1,2023,1,171.5,266.22,Lentil,,,,,,0,-437.72
KINNABULLA_S1.2_P3123_R1,2023,1,191,292.04,Lentil,,,,,,1825.6,1342.56
KINNABULLA_S9.1_P2312_R1,2023,1,171.5,163.54,Lentil,,,,,,1760.32,1425.28
KINNABULLA_S8_P3123_R1,2023,1,169,292.04,Lentil,,,,,,1590.08,1129.04
KINNABULLA_S2.2_P2121_R2,2023,1,180,334.04,Lentil,,,,,,1623.68,1109.64
KINNABULLA_S1.3_P2312_R2,2023,1,180,334.04,Lentil,,,,,,1667.2,1153.16
KINNABULLA_S10_P1231_R1,2023,1,182.5,211.37,Lentil,,,,,,0,-393.87
KINNABULLA_S10_P2312_R1,2023,1,169,292.04,Lentil,,,,,,1882.88,1421.84
KINNABULLA_S5_P1212_R3,2023,1,182.5,254.772,Lentil,,,,,,1109.25,671.978
KINNABULLA_S2.1_P1212_R2,2023,1,215.5,254.772,Lentil,,,,,,1039.5,569.228
KINNABULLA_S6_P2341_R1,2023,1,191,292.04,Lentil,,,,,,1812.8,1329.76
KINNABULLA_S4_P1234_R1,2023,1,204.5,254.772,Lentil,,,,,,889.5,430.228
KINNABULLA_S9.2_P3123_R1,2023,1,160.5,163.54,Lentil,,,,,,1843.2,1519.16
KINNABULLA_S8_P2312_R2,2023,1,169,292.04,Lentil,,,,,,1596.48,1135.44
KINNABULLA_S7_P1111_R2,2023,1,180,292.04,Lentil,,,,,,1829.12,1357.08
KINNABULLA_S9.2_P2312_R2,2023,1,171.5,163.54,Lentil,,,,,,1638.72,1303.68
KINNABULLA_S3_P3123_R1,2023,1,180,292.04,Lentil,,,,,,1569.28,1097.24
KINNABULLA_S2.1_P2121_R3,2023,1,169,292.04,Lentil,,,,,,1489.92,1028.88
KINNABULLA_S12_P0000_R6,2023,1,169,450.8425962,Lentil,,,,,,1424.72,804.8774038
KINNABULLA_S6_P4123_R3,2023,1,169,292.04,Lentil,,,,,,1415.36,954.32
KINNABULLA_S11_P2312_R2,2023,1,180,292.04,Lentil,,,,,,1738.56,1266.52
KINNABULLA_S9.1_P3123_R1,2023,1,160.5,163.54,Lentil,,,,,,1592,1267.96
KINNABULLA_S2.2_P2121_R3,2023,1,180,334.04,Lentil,,,,,,1456.32,942.28
KINNABULLA_S2.2_P2121_R1,2023,1,169,334.04,Lentil,,,,,,1640.32,1137.28
KINNABULLA_S1.1_P3123_R3,2023,1,169,212.54,Lentil,,,,,,1482.56,1101.02
KINNABULLA_S8_P1231_R2,NA,NA,NA,NA,Lentil,,,,,,NA,NA
KINNABULLA_S2.1_P2121_R2,2023,1,169,292.04,Lentil,,,,,,1717.44,1256.4
KINNABULLA_S6_P3412_R2,2023,1,169,292.04,Lentil,,,,,,1593.92,1132.88
KINNABULLA_S5_P1212_R1,2023,1,193.5,254.772,Lentil,,,,,,937.5,489.228
KINNABULLA_S12_P0000_R2,2023,1,169,450.8425962,Lentil,,,,,,1459.04,839.1974038
KINNABULLA_S11_P1231_R2,2023,1,171.5,211.37,Lentil,,,,,,0,-382.87
KINNABULLA_S11_P1231_R1,2023,1,171.5,211.37,Lentil,,,,,,0,-382.87
KINNABULLA_S5_P1212_R2,2023,1,193.5,254.772,Lentil,,,,,,1018.5,570.228
KINNABULLA_S1.2_P3123_R3,2023,1,180,292.04,Lentil,,,,,,1396.16,924.12
KINNABULLA_S7_P1111_R4,2023,1,169,292.04,Lentil,,,,,,1673.28,1212.24
KINNABULLA_S1.2_P1231_R2,2023,1,193.5,254.772,Lentil,,,,,,1318.5,870.228
KINNABULLA_S4_P2341_R1,2023,1,169,450.8425962,Lentil,,,,,,1525.04,905.1974038
KINNABULLA_S8_P3123_R2,2023,1,180,292.04,Lentil,,,,,,1595.2,1123.16
KINNABULLA_S2.1_P1212_R1,2023,1,204.5,254.772,Lentil,,,,,,979.5,520.228
KINNABULLA_S3_P1231_R3,2023,1,204.5,254.772,Lentil,,,,,,945,485.728
KINNABULLA_S1.2_P3123_R2,2023,1,180,292.04,Lentil,,,,,,1605.76,1133.72
KINNABULLA_S4_P4123_R3,2023,1,169,292.04,Lentil,,,,,,1361.6,900.56
KINNABULLA_S1.2_P1231_R1,2023,1,204.5,254.772,Lentil,,,,,,1240.5,781.228
KINNABULLA_S10_P2312_R2,2023,1,180,292.04,Lentil,,,,,,1524.48,1052.44
KINNABULLA_S11_P3123_R2,2023,1,169,292.04,Lentil,,,,,,1539.52,1078.48
KINNABULLA_S12_P0000_R9,2023,1,169,450.8425962,Lentil,,,,,,1100.88,481.0374038
KINNABULLA_S3_P1231_R2,2023,1,182.5,254.772,Lentil,,,,,,1011,573.728
KINNABULLA_S13_P0000_R3,2023,1,169,342.8425962,Lentil,,,,,,1438.8,926.9574038
KINNABULLA_S3_P2312_R1,2023,1,193.5,254.772,Lentil,,,,,,1251.75,803.478
KINNABULLA_S13_P0000_R7,2023,1,169,342.8425962,Lentil,,,,,,1235.52,723.6774038
KINNABULLA_S1.3_P3123_R2,2023,1,180,334.04,Lentil,,,,,,1650.88,1136.84
KINNABULLA_S14_P0000_R5,2023,1,169,450.8425962,Lentil,,,,,,1424.72,804.8774038
KINNABULLA_S9.2_P2312_R1,2023,1,182.5,163.54,Lentil,,,,,,1728.96,1382.92
KINNABULLA_S13_P0000_R4,2023,1,180,342.8425962,Lentil,,,,,,1539.12,1016.277404
KINNABULLA_S3_P2312_R2,2023,1,193.5,254.772,Lentil,,,,,,1078.5,630.228
KINNABULLA_S9.1_P1231_R2,2023,1,182.5,266.22,Lentil,,,,,,0,-448.72
KINNABULLA_S9.1_P3123_R3,2023,1,171.5,163.54,Lentil,,,,,,1541.12,1206.08
KINNABULLA_S10_P3123_R1,2023,1,169,292.04,Lentil,,,,,,1884.16,1423.12
KINNABULLA_S8_P3123_R3,2023,1,169,292.04,Lentil,,,,,,1616.32,1155.28
KINNABULLA_S12_P0000_R5,2023,1,169,450.8425962,Lentil,,,,,,1227.6,607.7574038
KINNABULLA_S3_P3123_R2,2023,1,191,292.04,Lentil,,,,,,1488.32,1005.28
KINNABULLA_S4_P3412_R1,2023,1,180,292.04,Lentil,,,,,,1706.24,1234.2
KINNABULLA_S8_P2312_R1,2023,1,180,292.04,Lentil,,,,,,1662.4,1190.36
KINNABULLA_S2.2_P1212_R3,2023,1,204.5,254.772,Lentil,,,,,,906.75,447.478
KINNABULLA_S1.3_P2312_R1,2023,1,191,334.04,Lentil,,,,,,1592.96,1067.92
KINNABULLA_S1.3_P1231_R1,2023,1,204.5,254.772,Lentil,,,,,,708.75,249.478
KINNABULLA_S14_P0000_R9,2023,1,180,450.8425962,Lentil,,,,,,1288.32,657.4774038
KINNABULLA_S10_P3123_R3,2023,1,180,292.04,Lentil,,,,,,1584.96,1112.92
KINNABULLA_S11_P1231_R3,2023,1,171.5,211.37,Lentil,,,,,,0,-382.87
KINNABULLA_S12_P0000_R4,2023,1,169,450.8425962,Lentil,,,,,,1469.6,849.7574038
KINNABULLA_S4_P2341_R3,2023,1,169,450.8425962,Lentil,,,,,,1415.92,796.0774038
KINNABULLA_S2.2_P1212_R1,2023,1,204.5,254.772,Lentil,,,,,,834.75,375.478
KINNABULLA_S4_P3412_R3,2023,1,180,292.04,Lentil,,,,,,1527.04,1055
KINNABULLA_S9.2_P2312_R3,2023,1,171.5,163.54,Lentil,,,,,,1628.16,1293.12
KINNABULLA_S14_P0000_R7,2023,1,169,450.8425962,Lentil,,,,,,1153.68,533.8374038
KINNABULLA_S10_P1231_R2,2023,1,193.5,211.37,Lentil,,,,,,0,-404.87
STREATHAM_S3_P3412_R3,2023,1,307,1275.4,Lentil,,,,,,3452.24,1869.84
STREATHAM_S3_P3412_R3,2024,2,215.5,859.9486975,Lentil,,,,,,991.0394266,-84.4092709
STREATHAM_S1.4_P2121_R3,2023,1,296,1442.3676,Lentil,,,,,,1574.4,-163.9676
STREATHAM_S1.4_P2121_R3,2024,2,248.5,903.0347554,Lentil,,,,,,3171.370968,2019.836212
STREATHAM_S13_P0000_R7,2023,1,226.5,961.9,Lentil,,,,,,0,-1188.4
STREATHAM_S1.1_P2121_R3,2023,1,296,1352.3676,Lentil,,,,,,1677.76,29.3924
STREATHAM_S1.1_P2121_R3,2024,2,248.5,852.0550362,Lentil,,,,,,2752.464158,1651.909121
STREATHAM_S8_P2312_R3,2023,1,307,1275.4,Lentil,,,,,,3676.64,2094.24
STREATHAM_S8_P2312_R3,2024,2,215.5,889.8746395,Lentil,,,,,,896.9534051,-208.4212344
STREATHAM_S6.1_P1231_R1,2023,1,226.5,961.9,Lentil,,,,,,0,-1188.4
STREATHAM_S6.1_P1231_R1,2024,2,226.5,925.4431178,Lentil,,,,,,2051.851852,899.9087344
STREATHAM_S4_P3123_R2,2023,1,296,1399.8676,Lentil,,,,,,1702.4,6.5324
STREATHAM_S4_P3123_R2,2024,2,196,635,Lentil,,,,,,0,-831
STREATHAM_S1.4_P1212_R1,2023,1,307,1315.4,Lentil,,,,,,4129.84,2507.44
STREATHAM_S1.4_P1212_R1,2024,2,248.5,1106.626674,Lentil,,,,,,978.6756454,-376.4510288
STREATHAM_S2.1_P4123_R3,2023,1,296,1352.3676,Lentil,,,,,,1178.56,-469.8076
STREATHAM_S2.1_P4123_R3,2024,2,240,836.633,Lentil,,,,,,1613.407258,536.7742583
STREATHAM_S2.1_P3412_R1,2023,1,296,1352.3676,Lentil,,,,,,1740.8,92.4324
STREATHAM_S2.1_P3412_R1,2024,2,259.5,1084.72681,Lentil,,,,,,878.1144781,-466.1123321
STREATHAM_S6.2_P3123_R2,2023,1,296,1399.8676,Lentil,,,,,,1922.88,227.0124
STREATHAM_S6.2_P3123_R2,2024,2,218,646.475,Lentil,,,,,,0,-864.475
STREATHAM_S2.3_P2341_R1,2023,1,279,1185.4,Lentil,,,,,,3839.44,2375.04
STREATHAM_S2.3_P2341_R1,2024,2,248.5,1078.392776,Lentil,,,,,,994.8372614,-332.0555143
STREATHAM_S2.2_P2341_R2,2023,1,307,1275.4,Lentil,,,,,,3908.96,2326.56
STREATHAM_S2.2_P2341_R2,2024,2,259.5,1111.250761,Lentil,,,,,,1034.343434,-336.407327
STREATHAM_S5_P2312_R3,2023,1,296,1399.8676,Lentil,,,,,,1882.24,186.3724
STREATHAM_S5_P2312_R3,2024,2,237.5,911.8072772,Lentil,,,,,,1123.879928,-25.42734876
STREATHAM_S5_P1231_R1,2023,1,307,1275.4,Lentil,,,,,,4058.56,2476.16
STREATHAM_S5_P1231_R1,2024,2,215.5,855.0121467,Lentil,,,,,,958.0246912,-112.4874555
STREATHAM_S5_P1231_R2,2023,1,307,1275.4,Lentil,,,,,,4115.76,2533.36
STREATHAM_S5_P1231_R2,2024,2,215.5,855.0121467,Lentil,,,,,,1101.683502,31.17135502
STREATHAM_S4_P2312_R1,2023,1,307,1275.4,Lentil,,,,,,3730.32,2147.92
STREATHAM_S4_P2312_R1,2024,2,215.5,885.3147844,Lentil,,,,,,488.4399552,-612.3748292
STREATHAM_S9.3_P1212_R3,2023,1,276.5,1173.95,Lentil,,,,,,4152.72,2702.27
STREATHAM_S9.3_P1212_R3,2024,2,215.5,909.8117699,Lentil,,,,,,0,-1125.31177
STREATHAM_S9.3_P1212_R2,2023,1,276.5,1173.95,Lentil,,,,,,4192.32,2741.87
STREATHAM_S9.3_P1212_R2,2024,2,215.5,909.8117699,Lentil,,,,,,944.5566778,-180.7550922
STREATHAM_S2.3_P1234_R1,2023,1,270.5,1200.1525,Lentil,,,,,,1388.88,-81.7725
STREATHAM_S2.3_P1234_R1,2023,2,281.5,1000.508277,Lentil,,,,,,2091.358025,809.3497476
STREATHAM_S8_P3123_R3,2023,1,296,1399.8676,Lentil,,,,,,1712.64,16.7724
STREATHAM_S8_P3123_R3,2024,2,207,659.3,Lentil,,,,,,0,-866.3
STREATHAM_S6.2_P1231_R1,2023,1,226.5,961.9,Lentil,,,,,,0,-1188.4
STREATHAM_S6.2_P1231_R1,2024,2,226.5,958.3714366,Lentil,,,,,,1841.975309,657.1038722
STREATHAM_S8_P1231_R3,2023,1,248.5,994.926,Lentil,,,,,,0,-1243.426
STREATHAM_S8_P1231_R3,2024,2,215.5,767.2763931,Lentil,,,,,,2910.170251,1927.393858
STREATHAM_S11_P0000_R2,2023,1,292.5,1225.4225,Lentil,,,,,,1477.66,-40.2625
STREATHAM_S1.3_P1212_R2,2023,1,279,1160.4,Lentil,,,,,,3571.04,2131.64
STREATHAM_S1.3_P1212_R2,2024,2,240,831.6826,Lentil,,,,,,891.5824915,-180.1001085
STREATHAM_S2.1_P4123_R1,2023,1,296,1352.3676,Lentil,,,,,,1800,151.6324
STREATHAM_S2.1_P4123_R1,2024,2,240,836.633,Lentil,,,,,,0,-1076.633
STREATHAM_S6.1_P3123_R1,2023,1,296,1399.8676,Lentil,,,,,,1605.44,-90.4276
STREATHAM_S6.1_P3123_R1,2024,2,218,646.475,Lentil,,,,,,0,-864.475
STREATHAM_S4_P2312_R3,2023,1,307,1275.4,Lentil,,,,,,3671.36,2088.96
STREATHAM_S4_P2312_R3,2024,2,215.5,885.3147844,Lentil,,,,,,782.2580646,-318.5567198
STREATHAM_S4_P2312_R2,2023,1,307,1275.4,Lentil,,,,,,3652.88,2070.48
STREATHAM_S4_P2312_R2,2024,2,215.5,885.3147844,Lentil,,,,,,843.9955107,-256.8192737
STREATHAM_S4_P3123_R1,2023,1,296,1399.8676,Lentil,,,,,,1758.4,62.5324
STREATHAM_S4_P3123_R1,2024,2,196,635,Lentil,,,,,,0,-831
STREATHAM_S7_P1234_R3,2023,1,226.5,961.9,Lentil,,,,,,0,-1188.4
STREATHAM_S7_P1234_R3,2024,2,185,611,Lentil,,,,,,0,-796
STREATHAM_S7_P3412_R1,2023,1,307,1275.4,Lentil,,,,,,3648.48,2066.08
STREATHAM_S7_P3412_R1,2024,2,215.5,879.5862047,Lentil,,,,,,802.6936026,-292.3926022
STREATHAM_S3_P4123_R3,2023,1,296,1399.8676,Lentil,,,,,,2120.64,424.7724
STREATHAM_S3_P4123_R3,2024,2,240,836.633,Lentil,,,,,,2251.512097,1174.879097
STREATHAM_S2.1_P2341_R1,2023,1,307,1225.4,Lentil,,,,,,3806.88,2274.48
STREATHAM_S2.1_P2341_R1,2024,2,259.5,1077.079767,Lentil,,,,,,839.5061728,-497.0735939
STREATHAM_S6.1_P2312_R3,2023,1,307,1275.4,Lentil,,,,,,3467.2,1884.8
STREATHAM_S6.1_P2312_R3,2024,2,215.5,926.8369873,Lentil,,,,,,895.1612902,-247.1756971
STREATHAM_S13_P0000_R6,2023,1,226.5,961.9,Lentil,,,,,,0,-1188.4
STREATHAM_S7_P2341_R1,2023,1,226.5,961.9,Lentil,,,,,,0,-1188.4
STREATHAM_S7_P2341_R1,2024,2,215.5,815.4328279,Lentil,,,,,,1602.469136,571.5363076
STREATHAM_S2.2_P1234_R3,2023,1,292.5,1266.35,Lentil,,,,,,932.58,-626.27
STREATHAM_S2.2_P1234_R3,2024,2,248.5,910.4324656,Lentil,,,,,,2676.075269,1517.142804
STREATHAM_S7_P4123_R2,2023,1,296,1399.8676,Lentil,,,,,,1798.4,102.5324
STREATHAM_S7_P4123_R2,2024,2,185,611,Lentil,,,,,,0,-796
STREATHAM_S2.4_P2341_R2,2023,1,307,1315.4,Lentil,,,,,,3711.84,2089.44
STREATHAM_S2.4_P2341_R2,2024,2,259.5,1141.533834,Lentil,,,,,,866.4421997,-534.591634
STREATHAM_S6.2_P3123_R1,2023,1,296,1399.8676,Lentil,,,,,,1914.88,219.0124
STREATHAM_S6.2_P3123_R1,2024,2,218,646.475,Lentil,,,,,,0,-864.475
STREATHAM_S1.3_P1212_R1,2023,1,279,1160.4,Lentil,,,,,,3424.96,1985.56
STREATHAM_S1.3_P1212_R1,2024,2,240,831.6826,Lentil,,,,,,834.1189674,-237.5636326
STREATHAM_S2.2_P4123_R2,2023,1,296,1399.8676,Lentil,,,,,,1763.84,67.9724
STREATHAM_S2.2_P4123_R2,2024,2,240,836.633,Lentil,,,,,,1815.151515,738.5185153
STREATHAM_S6.2_P2312_R3,2023,1,298.5,1200.4,Lentil,,,,,,3227.84,1728.94
STREATHAM_S6.2_P2312_R3,2024,2,215.5,889.1400598,Lentil,,,,,,875.4480288,-229.192031
STREATHAM_S8_P3123_R1,2023,1,296,1399.8676,Lentil,,,,,,1624,-71.8676
STREATHAM_S8_P3123_R1,2024,2,207,659.3,Lentil,,,,,,0,-866.3
STREATHAM_S9.2_P2121_R1,2023,1,296,1399.8676,Lentil,,,,,,1583.36,-112.5076
STREATHAM_S9.2_P2121_R1,2024,2,215.5,725.0014067,Lentil,,,,,,1789.074074,848.5726675
STREATHAM_S7_P1234_R1,2023,1,226.5,961.9,Lentil,,,,,,0,-1188.4
STREATHAM_S7_P1234_R1,2024,2,185,611,Lentil,,,,,,0,-796
STREATHAM_S4_P1231_R3,2023,1,248.5,994.926,Lentil,,,,,,0,-1243.426
STREATHAM_S4_P1231_R3,2024,2,215.5,805.4104511,Lentil,,,,,,2515.905018,1494.994567
STREATHAM_S4_P1231_R1,2023,1,248.5,994.926,Lentil,,,,,,0,-1243.426
STREATHAM_S4_P1231_R1,2024,2,215.5,805.4104511,Lentil,,,,,,2281.481482,1260.571031
STREATHAM_S1.3_P2121_R3,2023,1,296,1414.8676,Lentil,,,,,,1395.52,-315.3476
STREATHAM_S1.3_P2121_R3,2024,2,262,811.545,Lentil,,,,,,2493.727599,1420.182599
STREATHAM_S9.1_P1212_R2,2023,1,259.5,1073.95,Lentil,,,,,,3777.84,2444.39
STREATHAM_S9.1_P1212_R2,2024,2,215.5,876.8992772,Lentil,,,,,,891.5824915,-200.8167857
STREATHAM_S6.2_P1231_R3,2023,1,226.5,961.9,Lentil,,,,,,0,-1188.4
STREATHAM_S6.2_P1231_R3,2024,2,226.5,958.3714366,Lentil,,,,,,1715.053763,530.1823267
STREATHAM_S1.3_P1212_R3,2023,1,279,1160.4,Lentil,,,,,,1569.92,130.52
STREATHAM_S1.3_P1212_R3,2024,2,240,831.6826,Lentil,,,,,,990.1433693,-81.53923072
STREATHAM_S12_P0000_R1,2023,1,296,1399.8676,Lentil,,,,,,1544.32,-151.5476
STREATHAM_S1.2_P2121_R3,2023,1,296,1399.8676,Lentil,,,,,,1656,-39.8676
STREATHAM_S1.2_P2121_R3,2024,2,240,736.39,Lentil,,,,,,3023.521505,2047.131505
STREATHAM_S1.4_P1212_R3,2023,1,307,1315.4,Lentil,,,,,,3926.56,2304.16
STREATHAM_S1.4_P1212_R3,2024,2,248.5,1106.626674,Lentil,,,,,,969.5340502,-385.592624
STREATHAM_S1.4_P2121_R2,2023,1,296,1442.3676,Lentil,,,,,,1701.44,-36.9276
STREATHAM_S1.4_P2121_R2,2024,2,248.5,903.0347554,Lentil,,,,,,2955.555556,1804.0208
STREATHAM_S6.1_P1231_R3,2023,1,226.5,961.9,Lentil,,,,,,0,-1188.4
STREATHAM_S6.1_P1231_R3,2024,2,226.5,925.4431178,Lentil,,,,,,2008.28853,856.3454124
STREATHAM_S11_P0000_R5,2023,1,292.5,1225.4225,Lentil,,,,,,1583.9,65.9775
STREATHAM_S1.3_P2121_R1,2023,1,296,1414.8676,Lentil,,,,,,1402.88,-307.9876
STREATHAM_S1.3_P2121_R1,2024,2,262,811.545,Lentil,,,,,,2548.148148,1474.603148
STREATHAM_S12_P0000_R9,2023,1,296,1399.8676,Lentil,,,,,,1687.04,-8.8276
STREATHAM_S2.3_P4123_R1,2023,1,296,1414.8676,Lentil,,,,,,1462.08,-248.7876
STREATHAM_S2.3_P4123_R1,2024,2,273,932.066,Lentil,,,,,,1387.878788,182.8127876
STREATHAM_S9.1_P1212_R1,2023,1,259.5,1073.95,Lentil,,,,,,4051.52,2718.07
STREATHAM_S9.1_P1212_R1,2024,2,215.5,876.8992772,Lentil,,,,,,861.9528621,-230.4464151
STREATHAM_S5_P2312_R1,2023,1,296,1399.8676,Lentil,,,,,,1650.88,-44.9876
STREATHAM_S5_P2312_R1,2024,2,237.5,911.8072772,Lentil,,,,,,884.4837261,-264.8235511
STREATHAM_S13_P0000_R4,2023,1,226.5,961.9,Lentil,,,,,,0,-1188.4
STREATHAM_S13_P0000_R8,2023,1,226.5,961.9,Lentil,,,,,,0,-1188.4
STREATHAM_S3_P2341_R3,2023,1,296,1399.8676,Lentil,,,,,,1889.6,193.7324
STREATHAM_S3_P2341_R3,2024,2,215.5,798.0360163,Lentil,,,,,,2754.928315,1741.392299
STREATHAM_S9.3_P2121_R2,2023,1,296,1399.8676,Lentil,,,,,,1670.72,-25.1476
STREATHAM_S9.3_P2121_R2,2024,2,215.5,767.4003496,Lentil,,,,,,1923.777777,940.8774278
STREATHAM_S1.1_P1212_R1,2023,1,307,1225.4,Lentil,,,,,,3862.32,2329.92
STREATHAM_S1.1_P1212_R1,2024,2,248.5,1075.087013,Lentil,,,,,,803.5914704,-519.9955426
STREATHAM_S9.3_P2121_R3,2023,1,296,1399.8676,Lentil,,,,,,1898.88,203.0124
STREATHAM_S9.3_P2121_R3,2024,2,215.5,767.4003496,Lentil,,,,,,2337.955869,1355.055519
STREATHAM_S8_P3123_R2,2023,1,296,1399.8676,Lentil,,,,,,1840,144.1324
STREATHAM_S8_P3123_R2,2024,2,207,659.3,Lentil,,,,,,0,-866.3
STREATHAM_S3_P4123_R1,2023,1,296,1399.8676,Lentil,,,,,,1870.4,174.5324
STREATHAM_S3_P4123_R1,2024,2,240,836.633,Lentil,,,,,,0,-1076.633
STREATHAM_S13_P0000_R2,2023,1,226.5,961.9,Lentil,,,,,,0,-1188.4
STREATHAM_S13_P0000_R2,2024,2,185,1833,Lentil,,,,,,0,-2018
STREATHAM_S2.4_P4123_R1,2023,1,296,1442.3676,Lentil,,,,,,1875.84,137.4724
STREATHAM_S2.4_P4123_R1,2024,2,240,836.633,Lentil,,,,,,1645.454545,568.8215454
STREATHAM_S2.1_P2341_R3,2023,1,307,1225.4,Lentil,,,,,,3623.84,2091.44
STREATHAM_S2.1_P2341_R3,2024,2,259.5,1077.079767,Lentil,,,,,,891.5770608,-445.0027059
STREATHAM_S2.4_P4123_R3,2023,1,296,1442.3676,Lentil,,,,,,1805.12,66.7524
